gene_symbol	is_CGC	is_NCG	is_OncoKB	is_MERGED
ACSM1	FALSE	TRUE	FALSE	TRUE
ACSM2A	FALSE	TRUE	FALSE	TRUE
ACSM2B	FALSE	FALSE	FALSE	FALSE
ACSM4	FALSE	TRUE	FALSE	TRUE
ACSM5	FALSE	FALSE	FALSE	FALSE
ACSS3	FALSE	FALSE	FALSE	FALSE
ACTA1	FALSE	FALSE	FALSE	FALSE
ACTA2	FALSE	FALSE	FALSE	FALSE
ACTB	FALSE	TRUE	TRUE	TRUE
ACTBL2	FALSE	FALSE	FALSE	FALSE
ACTC1	FALSE	FALSE	FALSE	FALSE
ACTG2	FALSE	FALSE	FALSE	FALSE
ACTL6A	FALSE	FALSE	FALSE	FALSE
ACTL6B	FALSE	TRUE	FALSE	TRUE
ACTL7A	FALSE	FALSE	FALSE	FALSE
ACTL7B	FALSE	TRUE	FALSE	TRUE
ACTL8	FALSE	FALSE	FALSE	FALSE
ACTL9	FALSE	FALSE	FALSE	FALSE
ACTMAP	FALSE	FALSE	FALSE	FALSE
ACTN1	FALSE	FALSE	FALSE	FALSE
ACTN2	FALSE	FALSE	FALSE	FALSE
ACTN3	FALSE	FALSE	FALSE	FALSE
ACTR1A	FALSE	FALSE	FALSE	FALSE
ACTR3B	FALSE	FALSE	FALSE	FALSE
ACTR3C	FALSE	FALSE	FALSE	FALSE
ACTR5	FALSE	FALSE	FALSE	FALSE
ACTR6	FALSE	FALSE	FALSE	FALSE
ACTRT1	FALSE	FALSE	FALSE	FALSE
ACTRT2	FALSE	FALSE	FALSE	FALSE
ACTRT3	FALSE	FALSE	FALSE	FALSE
ACVR1	TRUE	TRUE	TRUE	TRUE
ACVR1B	TRUE	TRUE	TRUE	TRUE
ACVR1C	FALSE	FALSE	FALSE	FALSE
ACVR2A	TRUE	TRUE	TRUE	TRUE
ACVR2B	FALSE	TRUE	FALSE	TRUE
ACVRL1	FALSE	FALSE	FALSE	FALSE
ACY1	FALSE	FALSE	FALSE	FALSE
ACYP1	FALSE	FALSE	FALSE	FALSE
ACYP2	FALSE	FALSE	FALSE	FALSE
ADA	FALSE	FALSE	FALSE	FALSE
ADAD1	FALSE	FALSE	FALSE	FALSE
ADAD2	FALSE	FALSE	FALSE	FALSE
ADAM10	FALSE	TRUE	FALSE	TRUE
ADAM12	FALSE	FALSE	FALSE	FALSE
ADAM15	FALSE	FALSE	FALSE	FALSE
ADAM17	FALSE	FALSE	FALSE	FALSE
ADAM19	FALSE	FALSE	FALSE	FALSE
ADAM22	FALSE	TRUE	FALSE	TRUE
ADAM23	FALSE	FALSE	FALSE	FALSE
ADAM28	FALSE	FALSE	FALSE	FALSE
ADAM33	FALSE	FALSE	FALSE	FALSE
ADAM7	FALSE	TRUE	FALSE	TRUE
ADAM8	FALSE	FALSE	FALSE	FALSE
ADAMTS1	FALSE	FALSE	FALSE	FALSE
ADAMTS10	FALSE	FALSE	FALSE	FALSE
ADAMTS12	FALSE	TRUE	FALSE	TRUE
ADAMTS14	FALSE	FALSE	FALSE	FALSE
ADAMTS15	FALSE	FALSE	FALSE	FALSE
ADAMTS16	FALSE	FALSE	FALSE	FALSE
ADAMTS17	FALSE	TRUE	FALSE	TRUE
ADAMTS20	FALSE	TRUE	FALSE	TRUE
ADAMTS3	FALSE	TRUE	FALSE	TRUE
ADAMTS4	FALSE	FALSE	FALSE	FALSE
ADAMTS5	FALSE	TRUE	FALSE	TRUE
ADAMTS6	FALSE	TRUE	FALSE	TRUE
ADAMTS7	FALSE	FALSE	FALSE	FALSE
ADAMTS8	FALSE	FALSE	FALSE	FALSE
ADAMTS9	FALSE	TRUE	FALSE	TRUE
ADAMTSL1	FALSE	FALSE	FALSE	FALSE
ADAMTSL2	FALSE	FALSE	FALSE	FALSE
ADAMTSL3	FALSE	TRUE	FALSE	TRUE
ADAMTSL4	FALSE	FALSE	FALSE	FALSE
ADAP1	FALSE	FALSE	FALSE	FALSE
ADAR	FALSE	FALSE	TRUE	TRUE
ADARB1	FALSE	FALSE	FALSE	FALSE
ADARB2	FALSE	FALSE	TRUE	TRUE
ADAT1	FALSE	FALSE	FALSE	FALSE
ADAT2	FALSE	FALSE	FALSE	FALSE
ADCK2	FALSE	FALSE	FALSE	FALSE
ADCK5	FALSE	FALSE	FALSE	FALSE
ADCY1	FALSE	TRUE	FALSE	TRUE
ADCY10	FALSE	FALSE	FALSE	FALSE
ADCY2	FALSE	TRUE	FALSE	TRUE
ADCY4	FALSE	FALSE	FALSE	FALSE
ADCY5	FALSE	TRUE	FALSE	TRUE
ADCY7	FALSE	FALSE	FALSE	FALSE
ADCY8	FALSE	TRUE	FALSE	TRUE
ADCY9	FALSE	FALSE	FALSE	FALSE
ADCYAP1	FALSE	FALSE	FALSE	FALSE
ADCYAP1R1	FALSE	FALSE	FALSE	FALSE
ADD1	FALSE	FALSE	FALSE	FALSE
ADD2	FALSE	TRUE	FALSE	TRUE
ADD3	FALSE	TRUE	FALSE	TRUE
ADGRA1	FALSE	TRUE	FALSE	TRUE
ADGRA2	FALSE	FALSE	TRUE	TRUE
ADGRB1	FALSE	FALSE	FALSE	FALSE
ADGRB3	FALSE	TRUE	FALSE	TRUE
ADGRD1	FALSE	TRUE	FALSE	TRUE
ADGRE1	FALSE	FALSE	FALSE	FALSE
ADGRE2	FALSE	FALSE	FALSE	FALSE
ADGRE3	FALSE	FALSE	FALSE	FALSE
ADGRE5	FALSE	FALSE	FALSE	FALSE
ADGRF3	FALSE	FALSE	FALSE	FALSE
ADGRF4	FALSE	FALSE	FALSE	FALSE
ADGRF5	FALSE	FALSE	FALSE	FALSE
ADGRG1	FALSE	FALSE	FALSE	FALSE
ADGRG2	FALSE	FALSE	FALSE	FALSE
ADGRG3	FALSE	FALSE	FALSE	FALSE
ADGRG4	FALSE	TRUE	TRUE	TRUE
ADGRG5	FALSE	FALSE	FALSE	FALSE
ADGRL2	FALSE	TRUE	FALSE	TRUE
ADGRL3	FALSE	TRUE	FALSE	TRUE
ADGRL4	FALSE	FALSE	FALSE	FALSE
ADGRV1	FALSE	TRUE	FALSE	TRUE
ADH1A	FALSE	FALSE	FALSE	FALSE
ADH1B	FALSE	TRUE	FALSE	TRUE
ADH1C	FALSE	FALSE	FALSE	FALSE
ADH4	FALSE	FALSE	FALSE	FALSE
ADH5	FALSE	FALSE	FALSE	FALSE
ADH6	FALSE	FALSE	FALSE	FALSE
ADH7	FALSE	FALSE	FALSE	FALSE
ADHFE1	FALSE	FALSE	TRUE	TRUE
ADIPOQ	FALSE	TRUE	FALSE	TRUE
ADK	FALSE	FALSE	FALSE	FALSE
ADM	FALSE	FALSE	FALSE	FALSE
ADM2	FALSE	FALSE	FALSE	FALSE
ADNP	FALSE	TRUE	FALSE	TRUE
ADPGK	FALSE	FALSE	FALSE	FALSE
ADPRH	FALSE	FALSE	FALSE	FALSE
ADPRHL1	FALSE	FALSE	FALSE	FALSE
ADPRM	FALSE	FALSE	FALSE	FALSE
ADPRS	FALSE	FALSE	FALSE	FALSE
ADRA1A	FALSE	TRUE	FALSE	TRUE
ADRA1D	FALSE	FALSE	FALSE	FALSE
ADRA2A	FALSE	FALSE	FALSE	FALSE
ADRA2B	FALSE	FALSE	FALSE	FALSE
ADRA2C	FALSE	FALSE	FALSE	FALSE
ADRB2	FALSE	FALSE	FALSE	FALSE
ADRB3	FALSE	TRUE	FALSE	TRUE
ADRM1	FALSE	FALSE	FALSE	FALSE
ADSL	FALSE	FALSE	FALSE	FALSE
ADSS1	FALSE	FALSE	FALSE	FALSE
ADTRP	FALSE	FALSE	FALSE	FALSE
AEBP1	FALSE	FALSE	FALSE	FALSE
AEN	FALSE	FALSE	FALSE	FALSE
AFAP1	FALSE	FALSE	FALSE	FALSE
AFF1	TRUE	FALSE	TRUE	TRUE
AFF2	FALSE	TRUE	FALSE	TRUE
AFF3	TRUE	TRUE	TRUE	TRUE
AFF4	TRUE	TRUE	TRUE	TRUE
AFG2A	FALSE	FALSE	FALSE	FALSE
AFG2B	FALSE	FALSE	FALSE	FALSE
AFMID	FALSE	TRUE	FALSE	TRUE
AGAP1	FALSE	FALSE	FALSE	FALSE
AGAP3	FALSE	FALSE	FALSE	FALSE
AGAP4	FALSE	FALSE	FALSE	FALSE
AGAP5	FALSE	FALSE	FALSE	FALSE
AGAP6	FALSE	FALSE	FALSE	FALSE
AGBL2	FALSE	TRUE	FALSE	TRUE
AGBL3	FALSE	FALSE	FALSE	FALSE
AGER	FALSE	FALSE	FALSE	FALSE
AGFG2	FALSE	FALSE	FALSE	FALSE
AGGF1	FALSE	TRUE	TRUE	TRUE
AGK	FALSE	FALSE	TRUE	TRUE
AGL	FALSE	FALSE	FALSE	FALSE
AGMAT	FALSE	FALSE	FALSE	FALSE
AGMO	FALSE	FALSE	FALSE	FALSE
AGO3	FALSE	FALSE	FALSE	FALSE
AGPAT2	FALSE	FALSE	FALSE	FALSE
AGPAT3	FALSE	FALSE	FALSE	FALSE
AGPAT4	FALSE	FALSE	FALSE	FALSE
AGR3	FALSE	FALSE	FALSE	FALSE
AGRN	FALSE	FALSE	FALSE	FALSE
AGT	FALSE	FALSE	FALSE	FALSE
AGTR1	FALSE	FALSE	FALSE	FALSE
AGTRAP	FALSE	FALSE	FALSE	FALSE
AHCY	FALSE	FALSE	FALSE	FALSE
AHCYL2	FALSE	TRUE	FALSE	TRUE
AHDC1	FALSE	FALSE	FALSE	FALSE
AHI1	FALSE	TRUE	FALSE	TRUE
AHNAK	FALSE	TRUE	FALSE	TRUE
AHNAK2	FALSE	TRUE	FALSE	TRUE
AHSA1	FALSE	TRUE	FALSE	TRUE
AHSG	FALSE	FALSE	FALSE	FALSE
AICDA	FALSE	FALSE	FALSE	FALSE
AIDA	FALSE	FALSE	FALSE	FALSE
AIF1	FALSE	FALSE	FALSE	FALSE
AIF1L	FALSE	FALSE	FALSE	FALSE
AIFM1	FALSE	FALSE	FALSE	FALSE
AIFM3	FALSE	FALSE	FALSE	FALSE
AIM2	FALSE	FALSE	TRUE	TRUE
AIMP2	FALSE	FALSE	FALSE	FALSE
AIPL1	FALSE	FALSE	FALSE	FALSE
AIRIM	FALSE	FALSE	FALSE	FALSE
AJAP1	FALSE	TRUE	FALSE	TRUE
AJUBA	FALSE	TRUE	TRUE	TRUE
AK1	FALSE	FALSE	FALSE	FALSE
AK2	FALSE	FALSE	FALSE	FALSE
AK3	FALSE	FALSE	FALSE	FALSE
AK4	FALSE	FALSE	FALSE	FALSE
AK5	FALSE	FALSE	FALSE	FALSE
AK7	FALSE	FALSE	FALSE	FALSE
AK8	FALSE	TRUE	FALSE	TRUE
AK9	FALSE	FALSE	FALSE	FALSE
AKAP11	FALSE	TRUE	FALSE	TRUE
AKAP12	FALSE	FALSE	FALSE	FALSE
AKAP13	FALSE	TRUE	FALSE	TRUE
AKAP19	FALSE	FALSE	FALSE	FALSE
AKAP6	FALSE	TRUE	FALSE	TRUE
AKAP7	FALSE	FALSE	FALSE	FALSE
AKAP9	FALSE	TRUE	FALSE	TRUE
AKIRIN1	FALSE	FALSE	FALSE	FALSE
AKNA	FALSE	FALSE	FALSE	FALSE
AKNAD1	FALSE	FALSE	FALSE	FALSE
AKR1A1	FALSE	FALSE	FALSE	FALSE
AKR1B1	FALSE	FALSE	FALSE	FALSE
AKR1B10	FALSE	TRUE	FALSE	TRUE
AKR1B15	FALSE	FALSE	FALSE	FALSE
AKR1C1	FALSE	FALSE	FALSE	FALSE
AKR1C4	FALSE	FALSE	FALSE	FALSE
AKR1C8	FALSE	FALSE	FALSE	FALSE
AKR1D1	FALSE	TRUE	FALSE	TRUE
AKR1E2	FALSE	FALSE	FALSE	FALSE
AKR7A3	FALSE	FALSE	FALSE	FALSE
AKT1S1	FALSE	FALSE	TRUE	TRUE
AKT3	FALSE	TRUE	TRUE	TRUE
ALAD	FALSE	FALSE	FALSE	FALSE
ALAS2	FALSE	FALSE	FALSE	FALSE
ALB	FALSE	TRUE	TRUE	TRUE
ALDH16A1	FALSE	FALSE	FALSE	FALSE
ALDH18A1	FALSE	FALSE	FALSE	FALSE
ALDH1A1	FALSE	FALSE	FALSE	FALSE
ALDH1A2	FALSE	FALSE	FALSE	FALSE
ALDH1A3	FALSE	FALSE	TRUE	TRUE
ALDH1B1	FALSE	FALSE	FALSE	FALSE
ALDH1L1	FALSE	FALSE	FALSE	FALSE
ALDH1L2	FALSE	FALSE	TRUE	TRUE
ALDH2	FALSE	FALSE	TRUE	TRUE
ALDH3A1	FALSE	FALSE	FALSE	FALSE
ALDH3B2	FALSE	FALSE	FALSE	FALSE
ALDH4A1	FALSE	FALSE	FALSE	FALSE
ALDH6A1	FALSE	FALSE	FALSE	FALSE
ALDH7A1	FALSE	FALSE	FALSE	FALSE
ALDH8A1	FALSE	FALSE	FALSE	FALSE
ALDH9A1	FALSE	FALSE	FALSE	FALSE
ALDOA	FALSE	TRUE	FALSE	TRUE
ALDOB	FALSE	FALSE	FALSE	FALSE
ALG1	FALSE	FALSE	FALSE	FALSE
ALG10	FALSE	FALSE	FALSE	FALSE
ALG10B	FALSE	FALSE	FALSE	FALSE
ALG14	FALSE	FALSE	FALSE	FALSE
ALG1L2	FALSE	FALSE	FALSE	FALSE
ALG3	FALSE	FALSE	FALSE	FALSE
ALG6	FALSE	FALSE	FALSE	FALSE
ALG8	FALSE	FALSE	FALSE	FALSE
ALG9	FALSE	FALSE	FALSE	FALSE
ALK	TRUE	TRUE	TRUE	TRUE
ALKAL2	FALSE	FALSE	FALSE	FALSE
ALKBH2	FALSE	FALSE	FALSE	FALSE
ALKBH3	FALSE	FALSE	FALSE	FALSE
ALKBH4	FALSE	FALSE	FALSE	FALSE
ALKBH6	FALSE	TRUE	FALSE	TRUE
ALOX12	FALSE	TRUE	FALSE	TRUE
ALOX12B	FALSE	TRUE	TRUE	TRUE
ALOX15B	FALSE	FALSE	TRUE	TRUE
ALOX5AP	FALSE	FALSE	FALSE	FALSE
ALOXE3	FALSE	FALSE	FALSE	FALSE
ALPG	FALSE	FALSE	FALSE	FALSE
ALPI	FALSE	FALSE	FALSE	FALSE
ALPK2	FALSE	TRUE	FALSE	TRUE
ALPK3	FALSE	FALSE	FALSE	FALSE
ALPP	FALSE	FALSE	FALSE	FALSE
AMACR	FALSE	FALSE	FALSE	FALSE
AMBP	FALSE	FALSE	FALSE	FALSE
AMD1	FALSE	FALSE	FALSE	FALSE
AMDHD1	FALSE	FALSE	FALSE	FALSE
AMFR	FALSE	FALSE	FALSE	FALSE
AMH	FALSE	FALSE	FALSE	FALSE
AMHR2	FALSE	FALSE	FALSE	FALSE
AMIGO1	FALSE	FALSE	FALSE	FALSE
AMIGO2	FALSE	FALSE	FALSE	FALSE
AMMECR1	FALSE	FALSE	FALSE	FALSE
AMN	FALSE	FALSE	FALSE	FALSE
AMOT	FALSE	TRUE	FALSE	TRUE
AMOTL1	FALSE	TRUE	FALSE	TRUE
AMOTL2	FALSE	FALSE	FALSE	FALSE
AMPD1	FALSE	FALSE	FALSE	FALSE
AMPD2	FALSE	FALSE	FALSE	FALSE
AMPH	FALSE	TRUE	FALSE	TRUE
AMT	FALSE	FALSE	FALSE	FALSE
AMTN	FALSE	FALSE	FALSE	FALSE
AMY2B	FALSE	TRUE	FALSE	TRUE
AMZ1	FALSE	FALSE	FALSE	FALSE
AMZ2	FALSE	FALSE	FALSE	FALSE
ANAPC11	FALSE	FALSE	FALSE	FALSE
ANAPC16	FALSE	FALSE	FALSE	FALSE
ANAPC5	FALSE	FALSE	FALSE	FALSE
ANAPC7	FALSE	FALSE	FALSE	FALSE
ANG	FALSE	TRUE	FALSE	TRUE
ANGPT1	FALSE	TRUE	FALSE	TRUE
ANGPT2	FALSE	FALSE	FALSE	FALSE
ANGPT4	FALSE	FALSE	FALSE	FALSE
ANGPTL1	FALSE	FALSE	FALSE	FALSE
ANGPTL2	FALSE	FALSE	FALSE	FALSE
ANGPTL3	FALSE	FALSE	FALSE	FALSE
ANGPTL5	FALSE	FALSE	FALSE	FALSE
ANGPTL6	FALSE	FALSE	FALSE	FALSE
ANGPTL7	FALSE	FALSE	FALSE	FALSE
ANK2	FALSE	TRUE	FALSE	TRUE
ANKDD1A	FALSE	FALSE	FALSE	FALSE
ANKEF1	FALSE	FALSE	FALSE	FALSE
ANKFN1	FALSE	FALSE	FALSE	FALSE
ANKHD1	FALSE	FALSE	FALSE	FALSE
ANKIB1	FALSE	FALSE	FALSE	FALSE
ANKK1	FALSE	FALSE	FALSE	FALSE
ANKLE1	FALSE	FALSE	FALSE	FALSE
ANKLE2	FALSE	TRUE	FALSE	TRUE
ANKMY2	FALSE	FALSE	FALSE	FALSE
ANKRD10	FALSE	FALSE	FALSE	FALSE
ANKRD12	FALSE	TRUE	FALSE	TRUE
ANKRD13B	FALSE	FALSE	FALSE	FALSE
ANKRD13D	FALSE	FALSE	FALSE	FALSE
ANKRD16	FALSE	TRUE	FALSE	TRUE
ANKRD2	FALSE	FALSE	FALSE	FALSE
ANKRD24	FALSE	TRUE	FALSE	TRUE
ANKRD26	FALSE	TRUE	TRUE	TRUE
ANKRD28	FALSE	FALSE	FALSE	FALSE
ANKRD29	FALSE	FALSE	FALSE	FALSE
ANKRD33B	FALSE	FALSE	FALSE	FALSE
ANKRD34A	FALSE	FALSE	FALSE	FALSE
ANKRD34B	FALSE	FALSE	FALSE	FALSE
ANKRD35	FALSE	FALSE	FALSE	FALSE
ANKRD36B	FALSE	FALSE	FALSE	FALSE
ANKRD36C	FALSE	TRUE	FALSE	TRUE
ANKRD37	FALSE	FALSE	FALSE	FALSE
ANKRD39	FALSE	FALSE	FALSE	FALSE
ANKRD40	FALSE	FALSE	FALSE	FALSE
ANKRD40CL	FALSE	FALSE	FALSE	FALSE
ANKRD42	FALSE	FALSE	FALSE	FALSE
ANKRD44	FALSE	FALSE	FALSE	FALSE
ANKRD46	FALSE	FALSE	FALSE	FALSE
ANKRD49	FALSE	FALSE	FALSE	FALSE
ANKRD50	FALSE	TRUE	FALSE	TRUE
ANKRD53	FALSE	FALSE	FALSE	FALSE
ANKRD54	FALSE	FALSE	FALSE	FALSE
ANKRD55	FALSE	FALSE	FALSE	FALSE
ANKRD6	FALSE	FALSE	FALSE	FALSE
ANKRD61	FALSE	FALSE	FALSE	FALSE
ANKRD62	FALSE	FALSE	FALSE	FALSE
ANKRD65	FALSE	FALSE	FALSE	FALSE
ANKRD7	FALSE	FALSE	FALSE	FALSE
ANKS1B	FALSE	FALSE	FALSE	FALSE
ANKS3	FALSE	FALSE	FALSE	FALSE
ANKS4B	FALSE	FALSE	FALSE	FALSE
ANKZF1	FALSE	FALSE	FALSE	FALSE
ANLN	FALSE	TRUE	FALSE	TRUE
ANO1	FALSE	FALSE	FALSE	FALSE
ANO2	FALSE	FALSE	FALSE	FALSE
ANO3	FALSE	FALSE	FALSE	FALSE
ANO4	FALSE	TRUE	FALSE	TRUE
ANO5	FALSE	FALSE	FALSE	FALSE
ANO6	FALSE	FALSE	FALSE	FALSE
ANO7	FALSE	FALSE	FALSE	FALSE
ANO8	FALSE	FALSE	FALSE	FALSE
ANO9	FALSE	FALSE	FALSE	FALSE
ANOS1	FALSE	FALSE	FALSE	FALSE
ANP32A	FALSE	FALSE	FALSE	FALSE
ANP32B	FALSE	FALSE	FALSE	FALSE
ANP32D	FALSE	FALSE	FALSE	FALSE
ANP32E	FALSE	FALSE	FALSE	FALSE
ANPEP	FALSE	TRUE	FALSE	TRUE
ANTKMT	FALSE	FALSE	FALSE	FALSE
ANTXR1	FALSE	FALSE	FALSE	FALSE
ANTXR2	FALSE	FALSE	FALSE	FALSE
ANTXRL	FALSE	FALSE	FALSE	FALSE
ANXA1	FALSE	FALSE	FALSE	FALSE
ANXA11	FALSE	FALSE	FALSE	FALSE
ANXA13	FALSE	FALSE	FALSE	FALSE
ANXA4	FALSE	FALSE	FALSE	FALSE
ANXA5	FALSE	FALSE	FALSE	FALSE
ANXA6	FALSE	FALSE	FALSE	FALSE
ANXA7	FALSE	FALSE	FALSE	FALSE
AOAH	FALSE	FALSE	FALSE	FALSE
AOC2	FALSE	FALSE	FALSE	FALSE
AOC3	FALSE	FALSE	FALSE	FALSE
AOPEP	FALSE	FALSE	FALSE	FALSE
AOX1	FALSE	TRUE	FALSE	TRUE
AP1B1	FALSE	TRUE	FALSE	TRUE
AP1G2	FALSE	FALSE	FALSE	FALSE
AP1M1	FALSE	FALSE	FALSE	FALSE
AP1M2	FALSE	FALSE	FALSE	FALSE
AP1S1	FALSE	TRUE	FALSE	TRUE
AP1S2	FALSE	FALSE	FALSE	FALSE
AP1S3	FALSE	FALSE	FALSE	FALSE
AP2A1	FALSE	TRUE	FALSE	TRUE
AP2A2	FALSE	FALSE	FALSE	FALSE
AP2S1	FALSE	FALSE	FALSE	FALSE
AP3B2	FALSE	FALSE	FALSE	FALSE
AP3M2	FALSE	FALSE	FALSE	FALSE
AP3S2	FALSE	FALSE	FALSE	FALSE
AP4B1	FALSE	FALSE	FALSE	FALSE
AP4E1	FALSE	FALSE	FALSE	FALSE
AP4M1	FALSE	FALSE	FALSE	FALSE
AP4S1	FALSE	FALSE	FALSE	FALSE
AP5S1	FALSE	FALSE	FALSE	FALSE
AP5Z1	FALSE	FALSE	FALSE	FALSE
APAF1	FALSE	FALSE	FALSE	FALSE
APBA1	FALSE	FALSE	FALSE	FALSE
APBA2	FALSE	FALSE	FALSE	FALSE
